Latitude,Longitude
49.884,8.65158
49.884,8.65164
49.884,8.6517
49.884,8.65219
49.8841,8.6527
49.8841,8.65294
49.8212,8.64419
49.8212,8.64419
49.8779,8.66129
49.8778,8.6613
49.8778,8.66131
49.8769,8.66152
49.8764,8.66161
49.8764,8.66165
49.8764,8.66166
49.8763,8.66167
49.8782,8.66172
49.8783,8.66194
49.8785,8.66211
49.8787,8.66241
49.8789,8.6627
49.8791,8.66304
49.8792,8.66321
49.8792,8.66328
49.8792,8.66332
49.8792,8.66336
49.8794,8.66359
49.8798,8.66396
49.88,8.6642
49.8953,8.68127
49.8952,8.6803
49.895,8.67941
49.8948,8.6783
49.8947,8.67778
49.8946,8.6775
49.8907,8.69654
49.8908,8.6969
49.891,8.69716
49.8853,8.6688
49.8853,8.66885
49.8854,8.66888
49.8854,8.6689
49.8855,8.66894
49.8857,8.66907
49.8858,8.66917
49.886,8.66926
49.8865,8.66961
49.8866,8.66964
49.8866,8.66965
49.8867,8.66966
49.8869,8.66966
49.8871,8.66967
49.8872,8.66969
49.8873,8.66974
49.8875,8.66983
49.8883,8.67047
49.8887,8.67071
49.8892,8.67111
49.8895,8.67137
49.8899,8.6718
49.8901,8.67205
49.882,8.66037
49.8809,8.66061
49.8806,8.66068
49.8801,8.66079
49.8795,8.66095
49.8791,8.66104
49.8789,8.66111
49.8787,8.66117
49.8782,8.66126
49.8782,8.66127
49.8781,8.66128
49.8824,8.66028
49.882,8.66037
49.8896,8.65267
49.8895,8.65265
49.8893,8.65262
49.8891,8.6526
49.8869,8.65212
49.8869,8.65211
49.8862,8.65197
49.8859,8.6519
49.8914,8.65331
49.8918,8.65339
49.8918,8.65339
49.8919,8.65341
49.8884,8.64528
49.8884,8.64548
49.8885,8.64625
49.8885,8.64651
49.8886,8.64673
49.8887,8.6476
49.8888,8.64792
49.8918,8.65321
49.8913,8.65309
49.8913,8.65308
49.8909,8.65298
49.8902,8.65284
49.8901,8.65281
49.8523,8.6703
49.8523,8.67045
49.8523,8.67052
49.8523,8.67062
49.8522,8.67094
49.8131,8.66829
49.8133,8.66832
49.8136,8.66828
49.8174,8.64416
49.8173,8.64414
49.8173,8.64415
49.8172,8.64417
49.8168,8.64426
49.8168,8.64426
49.8137,8.64637
49.8137,8.64634
49.8136,8.64627
49.8136,8.64626
49.8135,8.64613
49.8163,8.63541
49.8162,8.63527
49.8162,8.63521
49.8161,8.63464
49.8533,8.6465
49.8532,8.64649
49.853,8.64653
49.859,8.63505
49.8591,8.63519
49.8594,8.63582
49.8594,8.63585
49.8597,8.63615
49.8588,8.63482
49.8589,8.63489
49.8589,8.63494
49.8537,8.64327
49.8544,8.64351
49.8546,8.64358
49.8624,8.64068
49.8624,8.64075
49.8623,8.64088
49.8623,8.64089
49.8622,8.64116
49.8621,8.64138
49.8615,8.64251
49.8612,8.6431
49.8611,8.64329
49.861,8.64341
49.8608,8.64391
49.8607,8.64409
49.8606,8.64419
49.8628,8.64124
49.8631,8.64173
49.8632,8.64192
49.8633,8.64213
49.8639,8.64301
49.8641,8.64329
49.8557,8.63694
49.8559,8.63685
49.8569,8.63621
49.8571,8.6361
49.8581,8.63551
49.8583,8.6354
49.8537,8.65688
49.8536,8.6565
49.8535,8.65618
49.8535,8.6559
49.8535,8.65509
49.8523,8.67014
49.8523,8.6703
49.8537,8.65688
49.8537,8.65691
49.8532,8.65732
49.8532,8.65736
49.8531,8.65743
49.853,8.65749
49.8529,8.65762
49.8527,8.65776
49.8522,8.6582
49.852,8.65838
49.852,8.65844
49.8519,8.65849
49.8519,8.65856
49.8519,8.65862
49.8517,8.659
49.8517,8.65933
49.8516,8.65966
49.8515,8.6603
49.8514,8.66093
49.8514,8.66103
49.8512,8.66203
49.8511,8.66232
49.8511,8.66239
49.8511,8.66254
49.8511,8.66263
49.8511,8.66278
49.8511,8.66377
49.8512,8.66437
49.8515,8.66533
49.8516,8.66617
49.8517,8.66688
49.8517,8.66693
49.8518,8.6673
49.852,8.66854
49.8522,8.66971
49.8903,8.67237
49.8906,8.67261
49.8908,8.67283
49.8908,8.67287
49.897,8.61554
49.8969,8.61544
49.897,8.61432
49.8968,8.61506
49.8967,8.61523
49.8965,8.61531
49.8966,8.61551
49.8968,8.61561
49.8968,8.61566
49.8969,8.6158
49.8969,8.6159
49.8965,8.61547
49.8966,8.61551
49.8968,8.61558
49.8969,8.61558
49.8969,8.61558
49.8794,8.67074
49.8795,8.67099
49.8795,8.67108
49.8795,8.67117
49.8799,8.67237
49.8803,8.67351
49.8804,8.67391
49.8808,8.67508
49.8811,8.67579
49.8813,8.67636
49.8816,8.67729
49.8816,8.67739
49.8817,8.67753
49.8817,8.67767
49.8818,8.67826
49.8819,8.67848
49.882,8.67891
49.882,8.67924
49.8821,8.67945
49.8823,8.68038
49.8823,8.68058
49.8751,8.63027
49.8751,8.63053
49.8727,8.64122
49.8726,8.64126
49.8738,8.64142
49.8737,8.64139
49.8793,8.6356
49.8792,8.63556
49.8792,8.63556
49.8791,8.63554
49.8791,8.63552
49.879,8.63552
49.879,8.63551
49.8787,8.63544
49.885,8.62817
49.8849,8.62855
49.8731,8.64398
49.8731,8.64391
49.8728,8.64195
49.884,8.6516
49.884,8.65152
49.884,8.65147
49.884,8.65136
49.8841,8.65252
49.8841,8.65183
49.8841,8.6518
49.8841,8.65178
49.8842,8.65175
49.8842,8.65173
49.8842,8.65171
49.8842,8.65167
49.8841,8.65294
49.8841,8.65269
49.8841,8.65252
49.8841,8.65183
49.8841,8.65178
49.8841,8.65172
49.884,8.65166
49.884,8.6516
49.8888,8.64792
49.8888,8.64806
49.8919,8.65323
49.8919,8.65322
49.8918,8.65321
49.8896,8.65295
49.8898,8.65298
49.8899,8.653
49.8902,8.65306
49.8905,8.6531
49.8911,8.65325
49.8912,8.65327
49.8913,8.65328
49.8914,8.65331
49.8746,8.65657
49.8748,8.65725
49.875,8.6582
49.8751,8.65848
49.8751,8.65858
49.8751,8.65873
49.8752,8.65909
49.8753,8.65932
49.8763,8.66167
49.8763,8.66157
49.8763,8.66153
49.8762,8.66146
49.8759,8.66081
49.883,8.65988
49.883,8.65995
49.883,8.66
49.8829,8.66019
49.8792,8.66998
49.8792,8.6701
49.8792,8.67016
49.8793,8.67045
49.8754,8.67059
49.8748,8.67064
49.8746,8.67067
49.8817,8.66561
49.8818,8.66564
49.8819,8.66574
49.8816,8.66607
49.8811,8.66732
49.8808,8.668
49.8804,8.66868
49.8803,8.6687
49.8799,8.66933
49.8795,8.66971
49.9047,8.64336
49.9047,8.64318
49.9048,8.64276
49.8965,8.61531
49.8964,8.61527
49.8962,8.61509
49.896,8.61489
49.896,8.61471
49.8959,8.61453
49.8961,8.61393
49.8961,8.6138
49.9011,8.69709
49.9015,8.69809
49.9019,8.69925
49.9021,8.69964
49.9022,8.6999
49.9025,8.70034
49.9028,8.70084
49.9042,8.70222
49.9054,8.70354
49.9063,8.70446
49.9084,8.70659
49.9105,8.70868
49.9123,8.7106
49.9141,8.71242
49.9147,8.71298
49.9164,8.71486
49.9179,8.71643
49.918,8.71649
49.9187,8.71719
49.9191,8.71767
49.9195,8.71804
