Latitude,Longitude
49.8749,8.63499
49.8749,8.63496
49.8749,8.63495
49.8749,8.63491
49.8749,8.63473
49.8749,8.63249
49.8749,8.63252
49.8749,8.63258
49.8749,8.63265
49.8749,8.63384
49.8695,8.65657
49.8695,8.65658
49.8695,8.65662
49.8694,8.65666
49.8694,8.6567
49.8694,8.65674
49.8694,8.65677
49.8694,8.65681
49.8693,8.65686
49.8693,8.65696
49.8694,8.6569
49.8694,8.65687
49.8694,8.65684
49.8695,8.6568
49.8695,8.65676
49.8696,8.65672
49.8696,8.65671
49.8697,8.65671
49.8693,8.65696
49.8693,8.65702
49.8693,8.65707
49.8693,8.65722
49.8693,8.65876
49.8693,8.65909
49.8693,8.66035
49.8693,8.66062
49.8693,8.66166
49.8839,8.65114
49.8839,8.65121
49.8839,8.65131
49.8839,8.65134
49.8672,8.64303
49.8678,8.64283
49.8678,8.64283
49.869,8.64243
49.87,8.64209
49.8693,8.65637
49.8693,8.65644
49.8693,8.65657
49.8693,8.65663
49.8693,8.65676
49.8693,8.65686
49.8751,8.63176
49.8752,8.63042
49.8751,8.63027
49.8698,8.65625
49.8698,8.65631
49.8698,8.65636
49.8698,8.6564
49.8698,8.65644
49.8698,8.65646
49.8698,8.65649
49.8154,8.63046
49.8155,8.63052
49.8156,8.63069
49.8157,8.63028
49.8157,8.63015
49.8158,8.63002
49.8157,8.63056
49.8157,8.63036
49.8157,8.63028
49.8163,8.63551
49.8162,8.6356
49.8163,8.63577
49.8163,8.63611
49.8164,8.6363
49.8164,8.6363
49.8164,8.6361
49.8163,8.6358
49.8163,8.6358
49.8163,8.63575
49.8163,8.6356
49.8163,8.63551
49.8748,8.64123
49.8747,8.64124
49.8156,8.63069
49.8156,8.63088
49.8849,8.6867
49.8849,8.68682
49.885,8.687
49.8854,8.6878
49.8841,8.68531
49.8842,8.68542
49.8843,8.6856
49.8843,8.68565
49.8843,8.68571
49.8843,8.68576
49.8845,8.68596
49.8845,8.68596
49.8845,8.68603
49.8847,8.68634
49.8849,8.6867
49.8823,8.68058
49.8827,8.6821
49.8829,8.6828
49.8833,8.68365
49.8835,8.68389
49.8838,8.68463
49.885,8.66854
49.8853,8.6688
49.8819,8.66574
49.8821,8.66581
49.8822,8.66587
49.8822,8.66587
49.8822,8.66589
49.8824,8.66597
49.8826,8.66611
49.8899,8.65521
49.8899,8.65546
49.8936,8.67198
49.8936,8.67214
49.8935,8.67245
49.8934,8.67277
49.8933,8.67311
49.8817,8.66561
49.8816,8.66607
49.8795,8.66971
49.8793,8.66984
49.8792,8.66994
49.8792,8.66998
49.8791,8.67003
49.8786,8.67034
49.878,8.67075
49.8749,8.63233
49.875,8.6324
49.875,8.64335
49.875,8.64346
49.8423,8.64582
49.841,8.64571
49.8388,8.64551
49.8899,8.61682
49.8898,8.61687
49.8898,8.61701
49.9018,8.61717
49.9014,8.6174
49.8982,8.61947
49.8978,8.61982
49.8114,8.64407
49.8119,8.6443
49.812,8.64433
49.8747,8.64124
49.8747,8.64126
49.881,8.6508
49.8809,8.65077
49.8808,8.65075
49.8802,8.65063
49.8801,8.65061
49.8795,8.65056
49.8791,8.6505
49.8788,8.65047
49.8787,8.65047
49.8787,8.65047
49.877,8.65031
49.8769,8.6503
49.8769,8.65029
49.877,8.65034
49.8784,8.65048
49.8787,8.65051
49.8787,8.65051
49.8787,8.65051
49.8791,8.65055
49.8799,8.65063
49.8801,8.65065
49.8802,8.65067
49.8803,8.65068
49.8808,8.65081
49.8809,8.65081
49.881,8.65084
49.8769,8.65029
49.8769,8.65029
49.881,8.65084
49.8813,8.6509
49.8815,8.65095
49.882,8.65107
49.8824,8.65116
49.8828,8.65125
49.8828,8.6512
49.8824,8.65111
49.882,8.65102
49.882,8.65101
49.8816,8.65094
49.8812,8.65084
49.8812,8.65083
49.881,8.6508
49.8763,8.66167
49.8763,8.66169
49.8163,8.63551
49.8163,8.63541
49.8202,8.68956
49.8202,8.6894
49.8202,8.68921
49.82,8.68731
49.82,8.68718
49.8199,8.68707
49.8199,8.68696
49.8197,8.69226
49.8198,8.69214
49.8196,8.69299
49.8197,8.69226
49.8539,8.62672
49.854,8.62687
49.8541,8.62708
49.8545,8.62776
49.8562,8.63057
49.8747,8.63875
49.8747,8.6393
49.8747,8.63992
49.8747,8.64006
49.8746,8.64049
49.8746,8.64066
49.8746,8.64073
49.8747,8.64082
49.8747,8.64098
49.8747,8.64108
49.8747,8.64113
49.8747,8.64126
49.8551,8.64366
49.8551,8.64366
49.855,8.64364
49.8544,8.6434
49.8538,8.64319
49.8538,8.64317
49.8536,8.64313
49.8539,8.64144
49.8537,8.6422
49.899,8.65483
49.8993,8.65487
49.8996,8.65492
49.8998,8.65498
49.8998,8.65498
49.8999,8.65504
49.9,8.65504
49.9001,8.65502
49.9002,8.65498
49.9002,8.65484
49.9,8.65493
49.8999,8.65495
49.8998,8.65498
49.8939,8.65384
49.8941,8.65384
49.8942,8.65384
49.8943,8.65381
49.8704,8.63307
49.8704,8.63307
49.8748,8.63472
49.8748,8.63481
49.8748,8.63489
49.8748,8.63494
49.8748,8.63497
49.8748,8.63549
49.8748,8.6355
49.8748,8.63558
49.8748,8.63574
49.8747,8.63639
49.8747,8.63662
49.8747,8.63684
49.8747,8.63772
49.8747,8.63833
49.8747,8.63833
49.8747,8.63859
49.8749,8.63473
49.8749,8.63465
49.8749,8.63462
49.8749,8.63452
49.875,8.63315
49.875,8.63278
49.875,8.63258
49.875,8.63252
49.875,8.63249
49.875,8.63246
49.875,8.63243
49.8749,8.63473
49.8749,8.63472
49.8749,8.63472
49.8748,8.63472
49.8125,8.64469
49.8124,8.64463
49.8123,8.64453
49.8135,8.64613
49.8135,8.64608
49.8135,8.64606
49.8131,8.64561
49.8126,8.64492
49.8125,8.64469
49.8136,8.64627
49.8136,8.64633
49.8136,8.64636
49.8136,8.64639
49.8699,8.65614
49.8698,8.65625
49.847,8.64618
49.8467,8.64616
49.8453,8.64607
49.8436,8.64594
49.8436,8.64594
49.8888,8.64806
49.8888,8.6483
49.8893,8.65127
49.8933,8.67311
49.8932,8.67331
49.8931,8.67355
49.893,8.6738
49.8928,8.67404
49.8665,8.65591
49.8665,8.65592
49.8665,8.65603
49.868,8.66977
49.8681,8.67056
49.8681,8.67111
49.8681,8.67133
49.8681,8.67151
49.8681,8.67151
49.8681,8.67169
49.8681,8.67203
49.868,8.67278
49.8679,8.67341
49.8678,8.6739
49.8675,8.67896
49.8675,8.67916
49.8675,8.67924
49.8675,8.67933
49.8675,8.67966
49.8676,8.68
49.8676,8.68022
49.8677,8.68059
49.8678,8.6811
49.8678,8.6813
49.8679,8.68155
49.868,8.68185
49.868,8.68201
49.8681,8.68218
49.8681,8.68225
49.8683,8.68262
49.8673,8.66412
49.8674,8.6641
49.8674,8.66409
49.8675,8.6641
49.8675,8.66412
49.8676,8.66419
49.8676,8.66429
49.8673,8.67706
49.8673,8.67719
49.8674,8.67788
49.8674,8.67806
49.8674,8.67832
49.8674,8.67857
49.8674,8.67865
49.8674,8.67872
49.8675,8.67896
49.8683,8.68262
49.8686,8.68334
49.8678,8.6739
49.8676,8.67476
49.8676,8.67516
49.8675,8.67535
49.8675,8.6755
49.8674,8.67606
49.8673,8.67639
49.8673,8.67677
49.8673,8.67706
49.9247,8.59873
49.9243,8.59961
49.9237,8.60108
49.9233,8.60188
49.9233,8.60188
49.9231,8.60239
49.9231,8.60239
49.9226,8.60351
49.9224,8.60406
49.9221,8.60458
49.9219,8.60491
49.9218,8.60523
49.9215,8.60558
49.9213,8.60591
49.9158,8.61012
49.9131,8.61198
49.9124,8.61244
49.8757,8.64972
49.8754,8.6498
49.8728,8.64195
49.8728,8.64188
49.8728,8.64135
49.8727,8.64122
49.8136,8.66828
49.8136,8.66828
49.8136,8.66826
49.8137,8.66822
49.8137,8.66815
49.8136,8.66828
49.8136,8.66829
49.8136,8.66831
49.8137,8.66833
49.8137,8.66836
49.8137,8.66811
49.8136,8.66811
49.8136,8.66811
49.8135,8.66813
49.8135,8.66815
49.8134,8.66819
49.8134,8.66822
49.8133,8.66825
49.8132,8.66827
49.8131,8.66829
49.813,8.66829
49.8131,8.66829
49.8667,8.65591
49.8666,8.6559
49.8666,8.65589
49.8665,8.65588
49.8692,8.65634
49.8691,8.65625
49.8689,8.65605
49.8688,8.65595
49.8687,8.65586
49.8686,8.65582
49.8685,8.6558
49.8684,8.65578
49.8683,8.65578
49.8675,8.65585
49.8668,8.6559
49.8667,8.65591
49.8194,8.6835
49.8195,8.68355
49.8196,8.68356
49.8196,8.68357
49.8196,8.68359
49.8196,8.68363
49.8197,8.68366
49.8197,8.68371
49.8197,8.68377
49.8197,8.68383
49.8197,8.68388
49.8197,8.6839
49.8197,8.6839
49.8197,8.68388
49.875,8.63315
49.875,8.63312
49.875,8.63307
49.8751,8.63254
49.8751,8.63247
49.8751,8.63225
49.8819,8.64602
49.8819,8.64609
49.8838,8.65073
49.8838,8.65088
49.8838,8.65099
49.8838,8.65111
49.8838,8.65114
49.8838,8.65118
49.8838,8.65122
49.8838,8.65126
49.8838,8.65129
49.8838,8.6513
49.8838,8.65131
49.8837,8.65133
49.8837,8.65042
49.8838,8.65073
49.8839,8.65111
49.8839,8.65114
49.8436,8.64594
49.8435,8.64593
49.824,8.64441
49.8239,8.64443
49.8247,8.64446
49.8246,8.64445
49.8245,8.64439
49.8828,8.66018
49.8828,8.66019
49.8828,8.66019
49.8827,8.6602
49.8824,8.66028
49.8744,8.63224
49.8745,8.63225
49.8746,8.63226
49.8747,8.63228
49.8767,8.6433
49.8766,8.64324
49.8766,8.64319
49.8765,8.64305
49.8765,8.64294
49.8764,8.64272
49.8764,8.64272
49.8765,8.64303
49.8765,8.64308
49.8765,8.64318
49.8765,8.64327
49.8521,8.64649
49.8516,8.64647
49.8512,8.64645
49.8509,8.64643
49.8749,8.63384
49.8749,8.63391
49.8748,8.63437
49.8748,8.63459
49.8748,8.63461
49.8748,8.63472
49.8682,8.6899
49.8681,8.69038
49.8677,8.6917
49.8673,8.69333
49.8668,8.69487
49.8666,8.69572
49.8661,8.69715
49.8658,8.69839
49.8655,8.69939
49.8139,8.64632
49.8139,8.64632
49.8138,8.64636
49.8137,8.64637
49.8726,8.64126
49.872,8.64145
49.882,8.64607
49.8819,8.64591
49.8678,8.61933
49.8676,8.61935
49.8675,8.61938
49.8674,8.61941
49.8674,8.61945
49.8673,8.61951
49.8747,8.63859
49.8747,8.63871
49.8747,8.63875
49.8838,8.68463
49.8839,8.68482
49.8841,8.68523
49.8841,8.68531
49.8819,8.66481
49.8818,8.66522
49.882,8.66423
49.8819,8.66481
49.862,8.64001
49.8623,8.64051
49.8624,8.64056
49.8624,8.6406
49.8624,8.64068
49.8624,8.64068
49.8625,8.64073
49.8625,8.64083
49.8625,8.64086
49.8628,8.64124
49.8641,8.64329
49.8642,8.64343
49.8643,8.64361
49.875,8.63243
49.875,8.6324
49.8676,8.66429
49.8676,8.66442
49.8693,8.65686
49.8693,8.65689
49.8693,8.65693
49.8693,8.65696
49.8694,8.65649
49.8695,8.65657
49.8696,8.65661
49.8696,8.65664
49.8697,8.65671
49.8693,8.66194
49.8693,8.662
49.8692,8.66227
49.8748,8.64181
49.8748,8.64229
49.8749,8.64309
49.875,8.64313
49.875,8.64335
